oid	name
56986	Sacramento Housing Alliance
56987	Rebecca Ryland
56988	Sacramento-Sierra's Building and Construction Trades Council
56989	Yolo Food Bank
56990	Norma Santiago
56991	Black and Veatch
56992	Bob Schneider
56993	Judy Schrader
56996	Children's Choice Pediatric Dental Care
56997	Sheet Metal Workers # 162
56998	Sheet Metal Workers 104 PAC
56999	Veteran Affairs
57001	Frank Skover
57003	Sacramento Sheriff's Department
57004	Solano Garbage Company
57006	Ultra Clean Pool Service
57008	Legislative Intent Services, Inc.
57009	Lance Stanley
57010	Star-Crossed Group, Inc.
57011	The Seabright Group
57012	G. William Streng
57013	Sutter Ranch Estates
57014	Taylor and Wiley
57015	The Clarence Scott Ranches
57016	Virginia Thigpen
57017	David Thompson
57018	Steve Thompson LLC
57022	Sacramento Tree Foundation
57023	Shane Tucker
57025	DJUSD
57026	Unitarian Universalist Legislative Ministry California
57027	Ann-Catrin Van
57031	Kim Wallace, D.D.S.
57032	Murdoch, Walrath and Holmes
57035	West Vost Association
57036	Law Office of Lindsay Weston
57037	Woodburn and Wedge
57038	Sharon Thompson Wilson
57039	Yackzan Companies
57040	West Yost Engineering
57041	Hallmark Properties
57042	Elizabeth I. Young
57043	Larscheid Buchanan & Zeff
57046	Creative Cooking
57047	Marr Winery
57048	Robyn Rominger
57049	Sudwerk Brewing Company
57050	Wilson Family Winery
57051	Thomas Jefferson University
57052	Cox, Castle & Nicholson
57053	Disney Worldwide Servives, Inc.
57055	Dinesh Ghiya
57056	Language World Services
57057	Local Union No. 340, International Brotherhood of Electrical Workers (IBEW) PAC
57058	Sacramento District Dental Society PAC
57059	Bayside Medical Group, Inc.
57060	State of California Department of Water Resources
57061	Wood Creek
57062	Aramark
57063	Health & Fitness Group
57064	Capricorn
57065	Articulate Solutions, Inc.
57066	Popularity Search Marketing
57067	Nectar Communications
57068	Offers.com
57069	Adam Bier Law
57070	Gillmor Coons Real Estate Group
57071	CordeValle
57074	Filice Estate Vineyards, LLC
57075	Hartnett, Smith & Paetkau
57076	American Mortgage Law Group
57077	Matt Kamkar
57078	Fish & Richardson, PC
57079	Vista IP Law Group, LLP
57080	Obebe Organic
57081	TubeMogul
57082	Nick J. Livak, Inc.
57084	BDO International
57085	MH Engineering Co.
57087	Law Offices of Michael J Munoz
57088	North California Land & Entitlement Consultants, Inc.
57089	Paul Law Group
57090	Alpha Omega Financial Systems
57091	Zenti, Inc.
57092	Amazon Web Services
57093	Cambridge Associates
57094	Cadence
57095	Atkin Winner & Sherrod
57096	The James Group
57097	Matthew Werner
57098	Osterwise Capital Management
57099	643 Capital
57100	Honest Dollar
57101	Dale Scott & Co.
57102	AFT Guild, Local 1931 - COPE
57103	Thornes Bartolotta and McGuire, LLP
57105	Caterpillar Inc. Employees, PAC
57106	Peter Cooper
57107	David DesJardins
57109	Dostart Hannink & Coveney, LLP
57110	Dwight F. Ritter Attorney at Law
57111	Little Italy Residents Association
57112	Eugenia Garcia
57113	Glazer for Senate 2016
57114	Joshua D. Gruenberg
57115	Stueve, Siegel & Hanson, LLP
57116	Hyde & Swigart, Attorneys at Law
57118	Law Offices of Greg J. Ryan
57119	Mark Leno for Lt. Governor 2018
57120	Carltas Company
57121	Mitchell Gilleon Law Firm
57124	Alex Scheingross
57126	Ringler Associates
57132	Lewis Brisbois
57133	Aimee Eng for School Board
57134	Alameda County Industies, Inc.
57136	UNAC/UHCP
57137	American District Telegraph ADT, LLC
57138	American Federation of State, County and Municipal Employees (AFSCME) Local 2428
57139	Carson Adult Day Healthcare Center
57140	Anson's
57144	San Francisco Testing Academy, Inc.
57145	Arnel M. Joaquin, M.D., Inc.
57146	Asian Americans for Good Government PAC
57150	Robert Half International
57151	Joselito P. Babaran
57152	Barbary Coast Consulting
57155	Benjamin O. Camacho, M.D., F.A.C.P.A Medical Corporation
57158	Saxon-Hamilton
57159	California Teamsters Public Affairs Council, Public Affairs Small Contributor Committee
57160	Bay Ship & Yacht Company
57162	Law Offices of Vanessa E. Candelaria
57164	Lieff Cabraser
57165	Green Leaf Mitigation
57166	Law Offices of Billy Chan
57167	Rafael Ace Climaco
57168	Communications Workers of America Federal PAC (CWA COPE PAC)
57169	Philippine American Business Improvement & Development
57170	Consumer Attorney's of California Small Contributor Committee
57171	CWA-COPE PCC-Federal
57172	West Contra Costa Adult Education
57173	Audie De Castro
57174	Cedar-Sinai Medical
57176	Rockit Ranch Production
57178	Asian Journal
57180	OYO Sports, Inc.
57181	C. Edwards Dilkes
57182	Einhorn Harris
57186	Carwash Operators, LLC
57187	Michael F. Eng
57188	Chicago Cubs
57189	Faculty for Our University's Future, A Committee Sponsored by the California Faculty Association Small Contributor Committe
57190	FiliPAC
57191	General Electric Health Care
57192	Center of American Progress
57193	Gallagher & Burk, Inc.
57194	Alliant School of Management
57197	Envirocom Communications Strategies, LLC
57198	Greater Newport Physicians
57199	Guzman Law Offices
57200	Haley Law Offices
57203	Neville Peterson, LLP
57204	Davis Street Family Resource Center
57205	Oaksterdam University
57207	Office of Fiona Ma, CPA/ State Board of Equalization- District 2
57208	Alameda County Fire Department
57209	Synergy Home Care
57210	Law Offices of Abraham L. Lim
57211	Law Offices of Robert J. Dupont
57212	National Coalition of 100 Black Women, Inc.
57214	University of California, Hastings College of Law
57215	O'Maleveny & Myers, LLP
57216	Menard L. Leelin
57218	Center for Enviromental Health
57219	Lewis & Llewellyn
57220	Los Angeles County Metro
57221	Rowena Libang
57222	Timber Dell Properties
57223	Pinnacle Vista Technology, LLC
57224	Mintz Levin
57225	Los Angeles County Professional Peace Officers' Association Small Contributor Committee (LACPPOA)
57226	MGM Transformer Company
57227	The Regents of the University of California
57229	Drake's Brewing Company
57230	Matson Navigation Company, Inc. and Subsidiaries
57231	Anne McKereghan
57232	McLeod & Associates
57233	Medical Investors Group, LLC
57234	Jim Meyers
57236	Fides G. Nagpala
57237	Unified Food and Commercial Workers Local 135
57239	City of Union City/Wings of Angels Transportation Services
57240	Northern California Chapter, National Electrical Contractors Association (NECA) PAC
57242	Olaes Design & Marketing (ODM)
57243	Casey O'Neill
57244	McDonough, Holland & Allen
57245	Dawney Regional Medical Center, Inc.
57246	Porsche Club of America
57248	Law Office of Nory R. Pascua
57252	Connect People
57253	Lieff Cabraser Heimann & Bernstein
57254	Punzalan Law, P.C.
57255	Ramar Foods International
57256	Redgwick Construction Company
57257	Ramsey & Ehrlich
57258	James De Los Reyes
57259	Rio Hondo Medical Group, Inc.
57261	East Bay Regional Parks
57262	San Leandro Teachers Association (S.T.A.N.D.)
57265	Drasin, Yee & Santiago
57266	Mario A. Santos, CLU
57267	ICLEI Local Governments for Sustainability
57268	Silicon Valley Advisors
57269	Codalytics
57270	Airsoft Holdings, LLC
57271	City of San Dimas
57273	Standing Committee of Political Education of the California Labor AFL-CIO Small Contributor Committee
57274	King & Spalding
57275	One World Institute
57277	West End Strategies
57278	Luna & Sutherland, LLP
57280	Law Offices of Tamor & Tamor
57281	Telegraph Group
57282	The Ugly Mug, LLC
57283	True Blue, Inc.
57284	Oaklandish
57285	TWU California State Conference PAC
57286	United Nurses Association of California/Union of Health Care Professionals PAC Small Contributor Committee (UNAC PAC)
57287	Ogletree Deakins
57288	Omnistories
57289	Bay Crossings
57290	St. George Spirits
57292	Wong Fleming
57293	Diamond Heights Shopping Center, Inc.
57294	Data Device Corporation
57295	Aquino & Loew, A Professional Law Corporation
57296	AT&T California Employee PAC Small Contributor Committee
57297	Ed Dilks
57298	Ken Houston
57299	Fred Mackay
57300	Allied and Hopkins Pharmacy Inc. dba Allied Rexall Drug
57301	Association of California Insurance Companies Political Action Committee
57302	AstraZeneca Pharmaceticals #1243199
57303	California Orthopaedic Association Political Action Committee
57305	Caremark RX  Inc. #499868
57306	Check Into Cash of California  Inc. #499849
57307	Dart Container Corporation FPPC ID#1324683
57308	Dildax Corporation dba Medic Pharmacy
57309	Doctor's Choice Pharmacy
57310	EMS Management  LLC (American Medical Response #498720)
57311	Exxon Mobil Corporation #479277
57312	Government Employees Insurance Co.(GEICO) #488201
57313	Heimark Distributing  LLC #482346
57314	La Crescenta Pharmacy Inc.
57316	The Druggist
57317	NextEra Energy Resources LLC #1325302
57318	NRG Energy  Inc. #1349396
57319	Rite Aid Corporation #482487
57320	Safeway Inc  (#478371)
57321	Santa Ynez Band of Mission Indians #494306
57322	Sycuan Band of the Kumeyaay Nation #494211
57323	Temecula Hotel Partners/Old Town LLC
57324	Union Pacific Railroad Company #480055
57325	Vermillion Rexall Drug No. 3
57326	Wal-Mart Stores  Inc. #496052
57327	Walgreens (#1270097)
57328	Yocha Dehe Wintun Nation #495230
57330	Medex Pharmacies  Corp
57331	Misinko Inc. dba St. James Pharmacy
57332	Pepsico Inc and Affiliated Entites #482209
57334	California Court of Appeal
57335	Schilling Robotics
57336	VME, Inc
57338	Cass Sylvia for Public Guardian
57339	Moore & Moore Attorneys at Law
57341	Doug Arnold Real Estate, Inc.
57342	ChangeLab Solutions
57343	Boutin Jones
57344	Capitol Corridor Ventures
57346	The Marketech Group, LLC
57349	Royal Ganesh LLC University Park Inn & Suites
57351	Law Office of Andrew Wolff
57352	California Department of Insurance
57353	Sutter North Medical Group
57354	Factotum
57355	East Tennessee State University
57356	Salad Cosmo U.S.A. Corp.
57357	Tandem Properties, Davis
57358	De Shaw & Co.
57360	Rancho Yolo Park
57362	Empower Yolo
57363	Senator Lois Wolk
57364	SunWest Foods, Inc.
57365	Foos Gavin Law Firm
57366	First Corporate Solutions
57368	Borzog Chami Company
57369	Stevens, Elmore & Sparre
57370	Kingston Enterprises LP
57371	SWA Group
57372	Sierra WES Wall Systems, Inc.
57375	Peter Imlay Associates
57377	Proskauer Rose LLP
57378	The New Home Company
57379	Advanced Energy Products Corp.
57381	Terris, Barnes & Walters
57382	Fleet Feet Davis
57383	Wirestone
57385	Giocoso
57387	Fulcrum Property Group
57388	Gunderson Dettmer
57390	Davis Commercial Properties
57391	USDA ARS
57394	Upper Valley Disposal & Recycling
57395	Department of Water Resources
57398	Creative Design Interiors, Inc.
57399	Timberworks
57400	Calhoun Construction, Inc.
57401	Carlson, Barbee & Gibson, Inc.
57402	Cultivated Landscape Management, Inc.
57403	Production Framing, Inc.
57406	Alignment Healthcare
57407	TNHC-HW Cannery LLC
57408	Western Manufactured Housing Community Associations PAC
57409	Nugget Market, Inc.
57410	UCP North Bay
57411	Leeland Properties
57412	Dario Frommer for Attorney General 2018
57416	Dos Coyotes Border Cafe
57417	Sudwerk Brewing Co.
57420	Politcal Action for Classified Employees of California School Employees
57423	CA Orthotic & Prosthetic Association PAC
57425	Halus Power Systems
57427	AACI
57428	International Association of Firefighters, Local 55
57430	City & County of SF
57431	U.A.L.
57432	CSU - Los Angeles
57433	Faculty Assoc. of CA Community Colleges
57436	Greater CA Livery Assn.
57438	Intrnational Game Technology (IGT) PAC
57439	Vache Jorpajian
57440	JSI Acquisition, Inc. DBA Libertana
57441	Aret Kalfa
57442	ACE Paper
57443	Cal Star Motors
57444	LG2WB Engineers, Inc. DBA Linscott, Law & Greenspan, Engineers DBA Transportation Management Services
57446	Striks Property
57447	7-Eleven Franchisee's PAC
57449	Harvard-Westlake School
57450	Andy Torosyan Inc.
57451	API Global Transportation Inc.
57452	Ramboll Environ
57454	Bisso, Inc.
57456	Brookshire Partners Downey Retirement Center
57457	Daniel H. Brumer Attorney At Law
57458	CA Dairies
57460	CA Real Estate PAC - CA Association of Realtors
57461	California Association For Health Services PAC
57462	Callow Distribution, LLC
57464	Cartozian Associates Real Estate Inc.
57465	CDM - Smith
57467	Ek & Sunkin, LLC
57468	Ernst & Young LLP CAL.
57469	Intn'l Union of Operating Engineers Local 12
57470	Libertana
57471	Jeffery M. Kalban & Assoc. Architecture Inc.
57472	Capital Brands LLC
57473	Dikran Kassabian
57474	Gerayer Kassabian
57475	Capital Projects Manager
57476	Libertana Home Health
57477	The ARD Group Inc.
57478	LA/Orange Counties Building & Construction Trades Council PAC
57479	DFS Group LP
57480	MZA Events
57483	Apik Minassian
57484	City of Calabasas
57485	SC Physician Group
57487	Greguar Ozhekim
57490	Family Circle Clhf, Inc
57491	Anwins Insurance Brokers Inc.
57492	Kaiser Permante
57493	Rudy K. Dekermenjian, Attorney at Law
57494	Home Health CAre
57495	Samko General Partnership
57496	Sun Hill Real Estate LLC
57497	Elizabeth Turchan
57498	Earl Russell Vaughan
57499	The Wesley School
57500	Automation Plating
57501	Merino/Yebri LLP
57503	Earthstone Ovens
57504	Russian Riverkeeper
57505	Sonoma County Farm Bureau
57506	Verizon Communications Inc. Good Government Club- CA
57507	Janis & Grattan Attorneys
57509	Costeaux Bakery
57510	David Coffaro Winery & Vineyards
57511	Noble Folk Ice Cream & Pie Bar
57512	St. Florian's Brewery
57513	The Ratto Group
57514	United Winegrowers for Sonoma County
57516	Labrador OmniMedia
57517	Karen Alves
57518	Chris P. Andrian
57519	ARDA ROC- PAC
57520	At Home Care Solution, Inc.
57521	At Your Service Home Care
57525	Brandt Insurance Agency
57526	Branlyn Prominence, Inc.
57527	Bucher Farms
57530	Camellia Inn
57532	Castelli Ranch
57533	Steve Castelli
57534	Vantreo Insurance
57535	Christensen Accountancy Corporation
57536	US Army Corps of Engineers
57537	Codding Enterprises
57538	Colonial Home Care Services, Inc.
57539	Comerica Inc.
57540	Coast Seafoods
57541	Dempel Ranch Vineyard
57543	Distilled Sprits Council
57544	Eddinger Enterprises, Inc.
57545	Boys & Girls Clubs of Central Sonoma County
57546	Andy Esquivel
57547	Fair PAC, Sponsored by the Civil Justice Association of California
57548	NorBar
57550	AG Consulting
57551	Memorial Beach Veterinary Hospital
57552	Kathy Goodacre
57555	Hospice by the East Bay
57556	San Francisco Emergency Management Associates
57557	Herman Hernandez
57558	Pure Power Solutions
57559	Sonoma County Fair
57560	Flood Plain Produce
57561	Lafranchi Development
57562	RE/MAX Full Spectrum
57563	Simpson Street Sheet Metal, Inc.
57564	Lando Wines
57567	Farm to Pantry
57569	MacKenzie Design
57570	Sausal Winery
57571	The Irish Rose Inn
57572	Elizabeth McDowell
57573	Law Office of Richard J. Meechan
57574	City of Mill Valley
57575	Cazadero Community Services District
57576	Dry Creek Vineyard
57577	Pacific Seafood Group Employee PAC
57579	Precision Crane Service, Inc.
57580	Protect Access to Homecare Coalition PAC (PATH)
57582	Joseph A. Reynoso
57584	Mike Rowan
57585	Janice Sceales
57586	Sceales Vineyard, LLC
57587	Sonoma County Prosecutors Association
57588	Staffing and Home Care
57592	Sandhu Trucking
57594	Teamsters Local Union No. 948
57595	Canyon Creek Pet Hospital
57596	The Animal Clinic
57597	Plumbers, Steamfitters & Refrigeration Fitters, Local 393 Political Action Fund Small Contributor Committee
57598	Global Micro Tech
57599	AM/PM Arco
57600	GB Trucking
57601	DR. D.S. Shoker D.D.S., Inc.
57602	Sukhwant Singh Sidhu
57603	Sunnyside Farms
57604	American Airlines Federal PAC
57610	California Financials Services Association PAC
57611	California Resources Corporation (CRC) Services, LLC
57613	CHL Ventures
57614	Corrections Corporation of America-CCA of Tennessee, LLC
57617	FarmPAC, California Farm Bureau Fund
57618	California Pacific Medical Center, Davies
57622	Kane Financial
57625	National Association of Insurance and Financial Advisors/California PAC
57629	Pepisco Inc. and Affiliated Entities
57635	Sand Hill Property Company
57636	Santa Clara County Optometric Society
57637	William Seligmann
57640	Allan Nathan, LLC
57643	United Nurses Association of California/Union of Health Care Professionals PAC (UNAC PAC) Small Contributor Committee
57646	Re Elect Fiona Ma for State Board of Equalization 2018
57647	Frontier Communication
57648	AES the Power of Being Global
57649	AFSCME Local 3634 PAC
57650	Black Worker Center
57651	Alameda Construction Services, Inc.
57652	Alex Padilla for City Council 2017
57653	American Association of Chinese Medicine and Acupuncture PAC (AACMA PAC)
57654	American Beverage Association CA PAC
57658	National Association of American Coalition
57659	Bloom Energy Corp.
57660	Across The Board Group
57661	McCrary Insurance Services
57663	FJSP
57664	Carol J. Brooks D.D.S.
57665	LA County Fire Dept.
57667	Check into Cash for CA Inc.
57670	Patricia Click
57671	Kerry C. Cox MD
57672	Cree the Sales Group
57673	Valassis Sales & Marketing Services, Inc.
57675	DR Welch Attorneys at Law P.C.
57676	EHEM Services
57677	Epiphany Academic Services LLC
57678	LA DWP
57679	Northrod Grumman
57680	Express Appraisal
57682	Gardena Nissan, Inc.
57683	Professional Financial
57684	Downtown Coordinated Care Clinic
57685	Milton C. Grimes
57686	Harris Real Estate
57687	Timothy D. Harris
57688	Yigal Hay
57690	Viewpoint School
57691	Bridge Water Consulting
57693	Brennan Hughes
